feature	coef	abs_coef	nonzero
DNase_tss_entropy	-0.05796191317746288	0.05796191317746288	True
DNase_H3K4me3_interaction_rank	0.027619931230925533	0.027619931230925533	True
DNase_ratio_std_rank	0.027381758727537127	0.027381758727537127	True
DNase_tss_autocorr_rank	0.025930208473742448	0.025930208473742448	True
DNase_tss_entropy_rank	0.017876974064106647	0.017876974064106647	True
DNase_promoter_body_delta_rank	0.01617092525866943	0.01617092525866943	True
H3K36me3_tss_z_mean_rank	-0.01603678141203512	0.01603678141203512	True
H3K4me3_gene_z_std	0.015917683209452648	0.015917683209452648	True
H3K36me3_axis_sum_rank	0.01310619647850767	0.01310619647850767	True
H3K4me3_promoter_body_delta	-0.012840632746293615	0.012840632746293615	True
DNase_H3K27ac_interaction_rank	0.012517058121663812	0.012517058121663812	True
DNase_gene_autocorr_rank	0.012289295260688865	0.012289295260688865	True
H3K36me3_gene_z_mean_rank	0.01111358706038618	0.01111358706038618	True
H3K27ac_tss_z_mean_rank	0.009619275730683191	0.009619275730683191	True
H3K36me3_H3K4me1_interaction_rank	-0.008563278096496926	0.008563278096496926	True
activation_index_rank	0.008098298809274793	0.008098298809274793	True
H3K4me3_gene_autocorr_rank	0.007698324769398347	0.007698324769398347	True
DNase_H3K27me3_interaction_rank	0.007477148118466498	0.007477148118466498	True
H3K27me3_gene_z_std_rank	0.007227256355532561	0.007227256355532561	True
H3K4me1_tss_entropy_rank	-0.0067810483595857046	0.0067810483595857046	True
H3K27ac_tss_entropy_rank	-0.006767436071527709	0.006767436071527709	True
H3K4me1_tss_z_min	-0.00672395365767776	0.00672395365767776	True
H3K9me3_gene_z_std_rank	-0.006639561087770218	0.006639561087770218	True
H3K36me3_ratio_std_rank	-0.006286993189722128	0.006286993189722128	True
H3K27ac_H3K4me3_interaction_rank	0.005997748521963467	0.005997748521963467	True
H3K36me3_axis_sum	0.00571530119371826	0.00571530119371826	True
H3K27ac_tss_skewness	0.0053543699853492895	0.0053543699853492895	True
DNase_tss_skewness_rank	-0.005217832361033899	0.005217832361033899	True
DNase_tss_autocorr	-0.005171114289476996	0.005171114289476996	True
H3K4me3_tss_z_min	-0.00511951924262476	0.00511951924262476	True
H3K9me3_gene_z_mean	-0.005012769967986338	0.005012769967986338	True
H3K27me3_ratio_std_rank	-0.004960683298059646	0.004960683298059646	True
H3K27ac_ratio_std_rank	-0.004839635256861146	0.004839635256861146	True
DNase_gene_z_std	-0.004821755408512011	0.004821755408512011	True
H3K36me3_ratio_mean_rank	-0.004401963805070691	0.004401963805070691	True
tss_length	0.004126014758977238	0.004126014758977238	True
H3K27ac_tss_z_min_rank	0.0035320243531566653	0.0035320243531566653	True
H3K27me3_gene_z_mean_rank	0.0033827408100532497	0.0033827408100532497	True
H3K27ac_H3K9me3_interaction	-0.003220668078985957	0.003220668078985957	True
H3K27ac_tss_skewness_rank	-0.0031122745640360253	0.0031122745640360253	True
H3K27ac_gene_z_min	-0.0029326870431337685	0.0029326870431337685	True
H3K27ac_H3K36me3_interaction_rank	-0.002754485853162429	0.002754485853162429	True
H3K27ac_ratio_std	0.0026640145322348336	0.0026640145322348336	True
DNase_gene_z_min	-0.0026491868018614106	0.0026491868018614106	True
H3K4me1_tss_kurtosis_rank	-0.002586687143983278	0.002586687143983278	True
H3K27me3_gene_z_std	-0.002512767933482868	0.002512767933482868	True
promoter_variability_rank	0.0022423509567901737	0.0022423509567901737	True
H3K27me3_tss_skewness	-0.002154676762315416	0.002154676762315416	True
H3K27ac_tss_kurtosis	0.002152448882502831	0.002152448882502831	True
H3K36me3_gene_slope_rank	-0.002133746957738342	0.002133746957738342	True
H3K27me3_gene_entropy	0.002099368416084938	0.002099368416084938	True
H3K9me3_tss_z_min	-0.002011116428463808	0.002011116428463808	True
H3K9me3_tss_autocorr_rank	0.002003274851867645	0.002003274851867645	True
DNase_H3K27me3_interaction	-0.0019719334902503984	0.0019719334902503984	True
H3K4me1_tss_slope	-0.0019681967219395548	0.0019681967219395548	True
DNase_ratio_mean_rank	0.001920835116920762	0.001920835116920762	True
H3K36me3_tss_autocorr_rank	0.0018296397770701967	0.0018296397770701967	True
H3K27ac_H3K27me3_interaction	-0.0016048324360298752	0.0016048324360298752	True
H3K27ac_ratio_mean_rank	0.001595682531641926	0.001595682531641926	True
H3K27me3_ratio_mean_rank	0.0015165871943126534	0.0015165871943126534	True
H3K27ac_gene_skewness	0.001480614432858382	0.001480614432858382	True
H3K4me1_tss_autocorr_rank	-0.001480225450150981	0.001480225450150981	True
H3K4me1_tss_z_min_rank	-0.0014449605076290943	0.0014449605076290943	True
H3K27ac_H3K36me3_interaction	-0.0014183792174682884	0.0014183792174682884	True
H3K27ac_H3K4me3_interaction	0.0012202768240710039	0.0012202768240710039	True
H3K27ac_tss_z_min	0.0011237515249651827	0.0011237515249651827	True
H3K27ac_promoter_body_delta	0.0010755980486430495	0.0010755980486430495	True
H3K4me3_H3K27me3_interaction_rank	0.001020750108099578	0.001020750108099578	True
H3K27me3_tss_slope	0.001015749971979731	0.001015749971979731	True
H3K9me3_tss_kurtosis_rank	0.0010154371438891143	0.0010154371438891143	True
DNase_gene_autocorr	-0.0010118005475669328	0.0010118005475669328	True
H3K27me3_tss_z_min_rank	0.0009870827804030575	0.0009870827804030575	True
H3K27ac_gene_z_std_rank	0.0009629438254359239	0.0009629438254359239	True
H3K9me3_tss_entropy	-0.000936982680310145	0.000936982680310145	True
H3K4me3_gene_z_min_rank	0.0008760323540934905	0.0008760323540934905	True
H3K27me3_promoter_body_delta	0.0008369082190261925	0.0008369082190261925	True
H3K36me3_gene_z_min	-0.0008271812537587765	0.0008271812537587765	True
openness_index_rank	0.0006885837471172021	0.0006885837471172021	True
H3K4me3_tss_slope	-0.0006407091485472604	0.0006407091485472604	True
H3K36me3_tss_kurtosis	-0.0006087432391432556	0.0006087432391432556	True
H3K9me3_tss_entropy_rank	0.0006015682266647324	0.0006015682266647324	True
H3K4me1_gene_kurtosis	-0.0006011125408702354	0.0006011125408702354	True
H3K4me3_H3K4me1_interaction	-0.0005877424557424591	0.0005877424557424591	True
H3K27me3_gene_slope_rank	-0.0005673962484765186	0.0005673962484765186	True
H3K36me3_tss_slope	0.0005601047783996675	0.0005601047783996675	True
H3K9me3_gene_slope_rank	-0.0005520169274229662	0.0005520169274229662	True
H3K36me3_tss_slope_rank	0.0005124911521881372	0.0005124911521881372	True
H3K4me3_H3K27me3_interaction	-0.00046764447180880624	0.00046764447180880624	True
H3K36me3_H3K9me3_interaction	-0.0004620346032439158	0.0004620346032439158	True
H3K4me1_gene_z_min_rank	-0.00044516136781374335	0.00044516136781374335	True
DNase_gene_slope	-0.00042803824428454414	0.00042803824428454414	True
H3K9me3_tss_kurtosis	-0.0004051988732969962	0.0004051988732969962	True
H3K9me3_gene_autocorr_rank	0.0004025994109553407	0.0004025994109553407	True
H3K27me3_tss_autocorr	0.0003250267537653179	0.0003250267537653179	True
H3K36me3_H3K4me1_interaction	-0.00028674863425580844	0.00028674863425580844	True
DNase_gene_z_min_rank	0.00026346622847748434	0.00026346622847748434	True
H3K27me3_ratio_std	-0.0002634319585656249	0.0002634319585656249	True
H3K4me1_tss_kurtosis	-0.0002003209372600545	0.0002003209372600545	True
DNase_gene_slope_rank	-0.00017586799879675005	0.00017586799879675005	True
H3K4me3_ratio_mean_rank	0.00015492002154943933	0.00015492002154943933	True
H3K4me3_tss_entropy	0.00015026985829927472	0.00015026985829927472	True
H3K4me1_gene_slope	-0.00011589717552443436	0.00011589717552443436	True
H3K36me3_gene_slope	0.0001144753944493607	0.0001144753944493607	True
H3K4me1_tss_skewness_rank	-0.00011078910597165818	0.00011078910597165818	True
H3K4me1_H3K9me3_interaction_rank	-9.890576710608975e-05	9.890576710608975e-05	True
H3K27ac_gene_slope_rank	-8.198180567769306e-05	8.198180567769306e-05	True
H3K4me3_tss_kurtosis_rank	-8.170780466972611e-05	8.170780466972611e-05	True
H3K9me3_tss_z_min_rank	7.47799139218497e-05	7.47799139218497e-05	True
H3K27me3_gene_autocorr_rank	7.156579073926771e-05	7.156579073926771e-05	True
H3K9me3_ratio_mean_rank	4.193059802563346e-05	4.193059802563346e-05	True
H3K4me3_tss_kurtosis	3.323874759693101e-05	3.323874759693101e-05	True
DNase_tss_z_min_rank	-2.4309226950328377e-05	2.4309226950328377e-05	True
H3K27me3_gene_z_min	-0.0	0.0	False
H3K9me3_tss_z_mean_rank	-0.0	0.0	False
H3K9me3_tss_z_std_rank	-0.0	0.0	False
H3K9me3_tss_slope_rank	-0.0	0.0	False
H3K4me3_gene_skewness	0.0	0.0	False
H3K4me3_tss_autocorr	0.0	0.0	False
H3K9me3_gene_skewness_rank	0.0	0.0	False
H3K4me3_tss_skewness	0.0	0.0	False
tss_length_rank	-0.0	0.0	False
H3K4me3_gene_autocorr	0.0	0.0	False
H3K4me3_gene_entropy	0.0	0.0	False
H3K9me3_tss_skewness_rank	0.0	0.0	False
H3K9me3_ratio_std	-0.0	0.0	False
H3K9me3_gene_kurtosis_rank	0.0	0.0	False
H3K4me1_gene_autocorr_rank	-0.0	0.0	False
H3K36me3_tss_kurtosis_rank	-0.0	0.0	False
H3K36me3_tss_skewness_rank	0.0	0.0	False
H3K36me3_tss_entropy_rank	0.0	0.0	False
H3K4me1_gene_z_std_rank	-0.0	0.0	False
H3K27me3_tss_entropy	0.0	0.0	False
H3K4me1_gene_slope_rank	-0.0	0.0	False
H3K4me1_gene_kurtosis_rank	0.0	0.0	False
H3K4me1_gene_skewness_rank	0.0	0.0	False
H3K4me1_tss_z_mean_rank	0.0	0.0	False
H3K27me3_gene_slope	0.0	0.0	False
H3K27me3_tss_kurtosis	-0.0	0.0	False
H3K4me1_tss_slope_rank	0.0	0.0	False
H3K27me3_tss_z_min	-0.0	0.0	False
H3K27me3_gene_autocorr	-0.0	0.0	False
H3K27me3_gene_skewness	-0.0	0.0	False
H3K9me3_gene_z_mean_rank	-0.0	0.0	False
H3K27me3_gene_kurtosis	-0.0	0.0	False
H3K4me3_ratio_std_rank	0.0	0.0	False
H3K9me3_gene_z_min_rank	0.0	0.0	False
H3K4me3_gene_slope	0.0	0.0	False
H3K4me3_gene_kurtosis	0.0	0.0	False
H3K27ac_promoter_body_delta_rank	0.0	0.0	False
H3K27me3_H3K36me3_interaction_rank	-0.0	0.0	False
H3K27me3_H3K4me1_interaction_rank	-0.0	0.0	False
H3K27me3_H3K9me3_interaction_rank	0.0	0.0	False
DNase_tss_slope	0.0	0.0	False
H3K36me3_H3K9me3_interaction_rank	0.0	0.0	False
DNase_tss_z_min	-0.0	0.0	False
DNase_gene_skewness	-0.0	0.0	False
H3K27ac_axis_sum_rank	0.0	0.0	False
H3K4me3_axis_sum_rank	0.0	0.0	False
H3K4me3_H3K4me1_interaction_rank	-0.0	0.0	False
H3K4me3_promoter_body_delta_rank	-0.0	0.0	False
H3K27me3_axis_sum_rank	0.0	0.0	False
H3K27me3_promoter_body_delta_rank	-0.0	0.0	False
DNase_gene_kurtosis	-0.0	0.0	False
H3K36me3_promoter_body_delta_rank	-0.0	0.0	False
H3K4me1_axis_sum_rank	0.0	0.0	False
H3K4me1_promoter_body_delta_rank	0.0	0.0	False
H3K9me3_axis_sum_rank	-0.0	0.0	False
H3K4me3_H3K9me3_interaction_rank	-0.0	0.0	False
H3K4me3_H3K36me3_interaction_rank	-0.0	0.0	False
H3K36me3_tss_z_min_rank	-0.0	0.0	False
H3K27ac_gene_kurtosis	0.0	0.0	False
H3K9me3_ratio_std_rank	0.0	0.0	False
H3K4me3_gene_z_min	0.0	0.0	False
H3K27ac_tss_autocorr	0.0	0.0	False
H3K27ac_tss_entropy	-0.0	0.0	False
promoter_entropy_rank	0.0	0.0	False
H3K27ac_tss_slope	-0.0	0.0	False
repression_index_rank	0.0	0.0	False
H3K27ac_gene_autocorr	-0.0	0.0	False
H3K27ac_gene_slope	0.0	0.0	False
DNase_tss_kurtosis	-0.0	0.0	False
DNase_H3K36me3_interaction_rank	-0.0	0.0	False
DNase_H3K4me1_interaction_rank	-0.0	0.0	False
DNase_H3K9me3_interaction_rank	0.0	0.0	False
H3K27ac_gene_z_std	0.0	0.0	False
H3K27ac_H3K27me3_interaction_rank	0.0	0.0	False
DNase_tss_skewness	-0.0	0.0	False
H3K27ac_H3K4me1_interaction_rank	0.0	0.0	False
H3K27ac_H3K9me3_interaction_rank	-0.0	0.0	False
H3K36me3_gene_kurtosis	-0.0	0.0	False
H3K36me3_gene_autocorr_rank	0.0	0.0	False
H3K36me3_tss_z_std_rank	-0.0	0.0	False
H3K36me3_promoter_body_delta	-0.0	0.0	False
gene_length	-0.0	0.0	False
H3K9me3_tss_autocorr	-0.0	0.0	False
H3K4me1_H3K9me3_interaction	0.0	0.0	False
H3K9me3_tss_skewness	-0.0	0.0	False
H3K9me3_tss_slope	-0.0	0.0	False
H3K27me3_axis_sum	-0.0	0.0	False
H3K9me3_tss_z_std	-0.0	0.0	False
H3K9me3_tss_z_mean	-0.0	0.0	False
H3K4me1_axis_sum	0.0	0.0	False
H3K27me3_H3K4me1_interaction	-0.0	0.0	False
H3K4me1_promoter_body_delta	-0.0	0.0	False
H3K9me3_axis_sum	-0.0	0.0	False
H3K9me3_promoter_body_delta	0.0	0.0	False
