feature	coef	abs_coef	nonzero
DNase_ratio_std_rank	0.05314881639591891	0.05314881639591891	True
DNase_tss_autocorr_rank	0.04374344778159123	0.04374344778159123	True
DNase_tss_entropy	-0.03514622220316755	0.03514622220316755	True
DNase_H3K4me3_interaction_rank	0.03386841869993684	0.03386841869993684	True
H3K36me3_gene_z_mean_rank	0.023660973615579138	0.023660973615579138	True
H3K4me3_ratio_std_rank	-0.01701034776178831	0.01701034776178831	True
H3K4me3_tss_entropy_rank	-0.016257454030890503	0.016257454030890503	True
H3K4me3_gene_autocorr_rank	0.015700355972882697	0.015700355972882697	True
activation_index_rank	0.014783505239969772	0.014783505239969772	True
H3K27ac_H3K4me3_interaction_rank	0.01330639405310631	0.01330639405310631	True
H3K4me3_tss_entropy	-0.010692914037350388	0.010692914037350388	True
H3K4me1_tss_z_min_rank	-0.010688772619545666	0.010688772619545666	True
DNase_tss_autocorr	-0.010597295090420018	0.010597295090420018	True
DNase_tss_entropy_rank	0.009232511581062157	0.009232511581062157	True
H3K4me3_gene_z_std	0.009063173146190245	0.009063173146190245	True
DNase_gene_autocorr_rank	-0.00810149111290649	0.00810149111290649	True
H3K36me3_axis_sum_rank	0.007899836385514383	0.007899836385514383	True
DNase_H3K4me3_interaction	-0.007089651433576788	0.007089651433576788	True
H3K27me3_gene_z_std	-0.006774215912909245	0.006774215912909245	True
H3K27me3_gene_z_std_rank	0.006466769861720822	0.006466769861720822	True
H3K36me3_tss_z_mean_rank	-0.006287128337111489	0.006287128337111489	True
openness_index_rank	0.005790354997236891	0.005790354997236891	True
H3K4me3_H3K27me3_interaction_rank	0.005674656362463297	0.005674656362463297	True
H3K9me3_tss_z_min_rank	0.0056081171633680016	0.0056081171633680016	True
H3K27me3_tss_z_min_rank	0.005551833764149065	0.005551833764149065	True
H3K4me3_promoter_body_delta_rank	0.005351261010805453	0.005351261010805453	True
H3K4me3_gene_entropy_rank	-0.00535042911208607	0.00535042911208607	True
tss_length	0.005281189480923206	0.005281189480923206	True
H3K36me3_tss_z_min	0.005218072206974091	0.005218072206974091	True
H3K36me3_axis_sum	0.005067640821743406	0.005067640821743406	True
H3K4me3_tss_z_min_rank	0.004992105480184848	0.004992105480184848	True
H3K27ac_gene_z_min	-0.004990107963196344	0.004990107963196344	True
DNase_H3K27me3_interaction	-0.004739517664815875	0.004739517664815875	True
