iter	RMSE
357	0.1296361657
358	0.1296108911
359	0.1295825959
360	0.1295476172
361	0.1295101547
362	0.1294805787
363	0.1294490137
364	0.1294085785
365	0.1293797896
366	0.1293532978
367	0.1293173749
368	0.1292854009
369	0.1292601901
370	0.1292308089
371	0.1291983093
372	0.1291711797
373	0.1291360947
374	0.1291056682
375	0.1290777268
376	0.1290501123
377	0.1290180398
378	0.1289987398
379	0.1289780739
380	0.128958733
381	0.1289324466
382	0.1289088716
383	0.1288782948
384	0.128863128
385	0.1288407152
386	0.1288086795
387	0.1287854819
388	0.12875275
389	0.1287191817
390	0.1286948917
391	0.1286687568
392	0.1286379012
393	0.1286159083
394	0.1285908487
395	0.1285665207
396	0.1285367973
397	0.1285110643
398	0.1284785594
399	0.1284522827
400	0.128420906
401	0.1283865505
402	0.128358402
403	0.1283343336
404	0.1283081982
405	0.1282816971
406	0.1282526035
407	0.1282227653
408	0.1281965935
409	0.1281684773
410	0.1281365267
411	0.1281095173
412	0.1280886305
413	0.1280621092
414	0.1280386338
415	0.1280135817
416	0.1279854038
417	0.1279616508
418	0.1279305328
419	0.1279085071
420	0.127884231
421	0.1278552938
422	0.127838499
423	0.1278102362
424	0.1277924977
425	0.1277647526
426	0.1277347034
427	0.1277089592
428	0.1276836594
429	0.1276571176
430	0.1276378011
431	0.1276065686
432	0.1275876549
433	0.1275655796
434	0.1275425549
435	0.1275165159
436	0.1274962808
437	0.1274802269
438	0.1274473598
439	0.1274217029
440	0.1274026239
441	0.1273793359
442	0.127359802
443	0.1273339428
444	0.1273151739
445	0.1272974482
446	0.1272775157
447	0.1272626226
448	0.127243114
449	0.1272185107
450	0.1272103037
451	0.1271891392
452	0.1271671854
453	0.1271333741
454	0.1271125508
455	0.1270903772
456	0.1270776187
457	0.1270579417
458	0.1270356846
459	0.1270063919
460	0.1269838351
461	0.1269566512
462	0.1269390079
463	0.126913573
464	0.12689297
465	0.1268750896
466	0.1268724692
467	0.1268520485
468	0.1268286551
469	0.1268061307
470	0.1267849223
471	0.1267649301
472	0.1267441935
473	0.1267263444
474	0.1267037933
475	0.1266806133
476	0.1266566516
477	0.1266373016
478	0.1266153832
479	0.1265850897
480	0.1265560409
481	0.1265317675
482	0.1265172829
483	0.1264951774
484	0.1264685414
485	0.1264477734
486	0.1264220038
487	0.1264030887
488	0.1263850794
489	0.1263699338
490	0.1263593486
491	0.1263326515
492	0.1263159748
493	0.1262991775
494	0.1262767593
495	0.12624904
496	0.1262373855
497	0.1262215835
498	0.1261938503
499	0.126173086
500	0.1261518982
501	0.1261348995
502	0.1261084455
503	0.1260943567
504	0.126082427
505	0.126058431
506	0.1260377884
507	0.1260222262
508	0.1260083454
509	0.1259839509
510	0.1259599711
511	0.125946206
512	0.1259238581
513	0.1259031318
514	0.1258888667
515	0.1258662948
516	0.125844071
517	0.1258307007
518	0.1258169643
519	0.1257967596
520	0.1257760656
521	0.1257523442
522	0.1257326755
523	0.1257102949
524	0.1256876855
525	0.1256676215
526	0.1256547123
527	0.1256420465
528	0.1256175866
529	0.1255985956
530	0.1255736088
531	0.1255546367
532	0.1255392217
533	0.1255253811
534	0.125510549
535	0.1254939359
536	0.1254754546
537	0.1254496256
538	0.1254226058
539	0.1254065073
540	0.1253840638
541	0.1253652853
542	0.1253487558
543	0.1253401605
544	0.1253264451
545	0.1253083398
546	0.1252939251
547	0.1252674699
548	0.1252512536
549	0.1252231814
550	0.1252095655
551	0.1251795434
552	0.1251636626
553	0.1251496313
554	0.125128566
555	0.1251126861
556	0.125091833
557	0.1250712792
558	0.1250552698
559	0.1250312056
560	0.1250109661
561	0.1249969913
562	0.1249756808
563	0.1249624142
564	0.1249440426
565	0.1249334109
566	0.1249111292
567	0.1248887293
568	0.1248770145
569	0.1248528648
570	0.1248351748
571	0.1248216139
572	0.124808446
573	0.1247941509
574	0.1247650492
575	0.1247452638
576	0.124719664
577	0.1247033053
578	0.124691928
579	0.1246749439
580	0.124663875
581	0.124643634
582	0.1246196076
583	0.1246024493
584	0.1245898771
585	0.1245719675
586	0.1245543701
587	0.1245435708
588	0.1245233005
589	0.1245105282
590	0.1245019675
591	0.1244837737
592	0.1244771319
593	0.1244597402
594	0.1244523129
595	0.1244442626
596	0.1244229585
597	0.1243996847
598	0.1243793058
599	0.1243654086
600	0.1243546624
601	0.1243388384
602	0.1243068078
603	0.1242994027
604	0.1242767385
605	0.1242509548
606	0.1242283928
607	0.1242177526
608	0.1242025568
609	0.124190388
610	0.1241706671
611	0.1241532011
612	0.1241298049
613	0.1241101166
614	0.1240997012
615	0.124068459
616	0.1240475025
617	0.1240321844
618	0.1240143577
619	0.1239889756
620	0.123976468
621	0.1239562299
622	0.1239392635
623	0.1239252551
624	0.1239169745
625	0.1238990145
626	0.1238770579
627	0.1238478397
628	0.1238387449
629	0.1238162539
630	0.123791406
631	0.1237786556
632	0.1237568215
633	0.1237472364
634	0.1237313153
635	0.1237081432
636	0.1237062803
637	0.123695785
638	0.1236751446
639	0.1236635756
640	0.1236497818
641	0.1236394188
642	0.1236257332
643	0.1236144253
644	0.1235949666
645	0.1235799776
646	0.123561161
647	0.1235432255
648	0.1235215311
649	0.1235004583
650	0.1234790137
651	0.1234699699
652	0.1234540998
653	0.1234436033
654	0.1234285102
655	0.1234159797
656	0.1234010714
657	0.123389374
658	0.1233774153
659	0.1233513537
660	0.123330299
661	0.1233190915
662	0.123306185
663	0.1233030406
664	0.1232903851
665	0.123278756
666	0.123263258
667	0.1232566312
668	0.1232431402
669	0.1232282197
670	0.1232078429
671	0.1231908238
672	0.1231792021
673	0.1231649508
674	0.1231419177
675	0.1231236965
676	0.1231099801
677	0.1230957724
678	0.1230714902
679	0.1230572922
680	0.123041818
681	0.1230156086
682	0.1229981942
683	0.1229850307
684	0.1229707179
685	0.1229510591
686	0.1229402998
687	0.1229291736
688	0.1229077119
689	0.1228976066
690	0.1228745682
691	0.1228633636
692	0.1228518979
693	0.1228227606
694	0.1228114641
695	0.122795132
696	0.1227850806
697	0.1227633919
698	0.1227430594
699	0.1227412455
700	0.1227276133
701	0.1227048668
702	0.1227005452
703	0.1226911205
704	0.1226700775
705	0.1226542395
706	0.1226390285
707	0.122621386
708	0.1226018526
709	0.122583366
710	0.1225623947
711	0.1225412328
712	0.1225383923
713	0.1225139268
714	0.1224911767
715	0.1224681745
716	0.1224527602
717	0.1224362738
718	0.1224276023
719	0.1224087446
720	0.1223855867
721	0.1223670134
722	0.1223446184
723	0.12233295
724	0.122320424
725	0.1223100104
726	0.1222934137
727	0.1222817926
728	0.1222742433
729	0.1222563969
730	0.1222342856
731	0.1222168891
732	0.1222153294
733	0.1221941597
734	0.1221762514
735	0.122159124
736	0.1221517487
737	0.1221252608
738	0.122112312
739	0.1220951661
740	0.1220767549
741	0.1220655254
742	0.1220480045
743	0.1220450938
744	0.1220319881
745	0.1220171154
746	0.1220019568
747	0.1219919035
748	0.1219810406
749	0.1219628794
750	0.121950827
751	0.1219489935
752	0.1219339737
753	0.1219124477
754	0.12189554
755	0.1218765405
756	0.1218583765
757	0.1218478849
758	0.1218315889
759	0.1218119655
760	0.1217900179
761	0.1217756504
762	0.1217653938
763	0.1217500459
764	0.1217452826
765	0.1217293555
766	0.1217237156
767	0.1217211182
768	0.1217105987
769	0.1217020027
770	0.1216828372
771	0.1216661675
772	0.1216546952
773	0.1216321086
774	0.1216213823
775	0.1216044691
776	0.1215900526
777	0.1215709419
778	0.1215501809
779	0.1215343713
780	0.1215186409
781	0.1215061419
782	0.1214898848
783	0.1214841629
784	0.121458559
785	0.1214428636
786	0.1214187573
787	0.1214030014
788	0.1213866243
789	0.1213661154
790	0.121358509
791	0.1213360115
792	0.1213191338
793	0.1213047383
794	0.1212905345
795	0.1212818267
796	0.1212652417
797	0.1212524902
798	0.1212447982
799	0.1212321253
800	0.121216684
801	0.1211959088
802	0.1211892636
803	0.1211758232
804	0.1211558481
805	0.1211388241
806	0.1211230154
807	0.121109336
808	0.1210899148
809	0.1210704603
810	0.1210597281
811	0.1210385776
812	0.1210121588
813	0.1209945176
814	0.1209802832
815	0.1209564098
816	0.1209390098
817	0.1209271838
818	0.1209056591
819	0.1208805175
820	0.1208621918
821	0.1208424107
822	0.1208357575
823	0.1208172463
824	0.1208012632
825	0.1207884654
826	0.1207751243
827	0.1207644669
828	0.1207511305
829	0.1207287354
830	0.12070867
831	0.1206888488
832	0.1206767784
833	0.1206660862
834	0.1206468364
835	0.1206258648
836	0.1206086961
837	0.1206001467
838	0.1205845815
839	0.1205702503
840	0.120554321
841	0.1205386702
842	0.1205243269
843	0.1205196945
844	0.1205145953
845	0.1205003608
846	0.1204926771
847	0.1204816681
848	0.1204614953
849	0.1204416274
850	0.1204369133
851	0.1204202559
852	0.1204050974
853	0.1203927421
854	0.1203862931
855	0.1203715694
856	0.120363717
857	0.1203481613
858	0.1203330868
859	0.1203174019
860	0.1203038876
861	0.1202827419
862	0.1202766538
863	0.1202537291
864	0.1202425036
865	0.1202289951
866	0.1202118612
867	0.1201991059
868	0.1201803738
869	0.1201713654
870	0.1201621386
871	0.1201451619
872	0.120122744
873	0.1201040444
874	0.1200894273
875	0.1200800953
876	0.1200674741
877	0.1200602634
878	0.1200361748
879	0.1200202739
880	0.1200022501
881	0.1199795717
882	0.1199532429
883	0.119944751
884	0.1199279707
885	0.1199093659
886	0.1198940141
887	0.1198767038
888	0.1198626874
889	0.1198499074
890	0.1198299458
891	0.1198216723
892	0.1198134699
893	0.1197962565
894	0.1197841571
895	0.1197662238
896	0.1197435754
897	0.1197340733
898	0.1197176759
899	0.1197047358
900	0.1196897318
901	0.119669346
902	0.119650208
903	0.1196411407
904	0.1196235537
905	0.1196088748
906	0.1195888731
907	0.119577178
908	0.119561459
909	0.1195441762
910	0.1195255005
911	0.1195153428
912	0.1195078385
913	0.1194950984
914	0.1194789688
915	0.1194624565
916	0.1194504889
917	0.1194361022
918	0.1194120355
919	0.1194063546
920	0.1193924169
921	0.1193789457
922	0.1193544442
923	0.1193394393
924	0.119330244
925	0.1193045754
926	0.1192904703
927	0.119286716
928	0.1192686152
929	0.1192542529
930	0.119227559
931	0.1192148288
932	0.119197002
933	0.1191850939
934	0.11916681
935	0.1191497366
936	0.119148018
937	0.1191261962
938	0.1191139194
939	0.11910885
940	0.1190943993
941	0.1190783124
942	0.1190656727
943	0.1190583428
944	0.1190423353
945	0.1190297273
946	0.1190036096
947	0.1189987841
948	0.1189822872
949	0.1189642982
950	0.1189356612
951	0.1189198034
952	0.1189033101
953	0.1188824486
954	0.1188726306
955	0.11885014
956	0.1188311195
957	0.118813206
958	0.1187979198
959	0.1187882755
960	0.1187730687
961	0.1187572835
962	0.118743068
963	0.1187410656
964	0.1187349353
965	0.1187204085
966	0.1187030506
967	0.1186932963
968	0.1186801178
969	0.1186727444
970	0.1186620661
971	0.118657638
972	0.1186441177
973	0.1186276643
974	0.1186214228
975	0.1186046984
976	0.118597497
977	0.1185858616
978	0.1185652311
979	0.1185521557
980	0.1185356091
981	0.1185184477
982	0.1184977959
983	0.1184950929
984	0.118477874
985	0.1184628833
986	0.1184506211
987	0.1184338416
988	0.118414016
989	0.1183959337
990	0.118385888
991	0.1183691755
992	0.1183512317
993	0.1183379017
994	0.1183236779
995	0.1183077948
996	0.1182873686
997	0.1182704047
998	0.1182516727
999	0.1182355607
1000	0.1182215191
1001	0.1182009053
1002	0.1181805064
1003	0.1181677624
1004	0.1181504489
1005	0.1181324056
1006	0.11810684
1007	0.1180902363
1008	0.1180877325
1009	0.1180633046
1010	0.1180458922
1011	0.1180362636
1012	0.1180182037
1013	0.1179963648
1014	0.1179821019
1015	0.1179690572
1016	0.1179555543
1017	0.1179302291
1018	0.1179168452
1019	0.1179018964
1020	0.1178856999
1021	0.1178721697
1022	0.117857837
1023	0.1178409473
1024	0.1178216468
1025	0.1178069604
1026	0.1177901421
1027	0.1177756088
1028	0.1177558373
1029	0.1177369547
1030	0.1177199664
1031	0.1177027079
1032	0.1176870777
1033	0.1176672862
1034	0.1176577398
1035	0.1176526446
1036	0.1176395825
1037	0.1176226083
1038	0.117601731
1039	0.1175996454
1040	0.1175839955
1041	0.1175617623
1042	0.1175430003
1043	0.1175414303
1044	0.1175185658
1045	0.1174949981
1046	0.1174827765
1047	0.1174605
1048	0.1174462738
1049	0.1174289091
1050	0.1174080334
1051	0.1173989137
1052	0.1173883602
1053	0.1173860197
1054	0.1173631215
1055	0.1173622875
1056	0.1173444891
1057	0.1173214986
1058	0.1173123729
1059	0.1172994459
1060	0.1172801517
1061	0.1172576862
1062	0.1172400314
1063	0.1172128952
1064	0.11719711
1065	0.1171693393
1066	0.117157
1067	0.1171470539
1068	0.1171262188
1069	0.1171151041
1070	0.1170994818
1071	0.1170770858
1072	0.117057649
1073	0.1170356533
1074	0.117022628
1075	0.117007225
1076	0.1170026328
1077	0.1169989609
1078	0.1169893793
1079	0.1169700086
1080	0.1169528334
1081	0.1169333599
1082	0.1169232269
1083	0.1169130068
1084	0.1169024855
1085	0.1168802428
1086	0.1168629815
1087	0.1168371288
1088	0.1168223411
1089	0.1168064459
1090	0.1167880361
1091	0.1167705997
1092	0.1167683666
1093	0.1167522991
1094	0.1167402453
1095	0.1167246006
1096	0.1167072321
1097	0.1166892721
1098	0.1166712862
