feature	coef	abs_coef	nonzero
DNase_ratio_std_rank	0.057716649825698844	0.057716649825698844	True
DNase_H3K4me3_interaction_rank	0.040863140587320025	0.040863140587320025	True
DNase_tss_autocorr_rank	0.04036725757350663	0.04036725757350663	True
DNase_tss_entropy	-0.032736163303607624	0.032736163303607624	True
H3K36me3_gene_z_mean_rank	0.02203359376094312	0.02203359376094312	True
H3K4me3_ratio_std_rank	-0.018202731790281697	0.018202731790281697	True
H3K4me3_tss_entropy_rank	-0.01683663979876852	0.01683663979876852	True
H3K4me3_gene_autocorr_rank	0.016169796422331094	0.016169796422331094	True
H3K4me3_tss_z_min_rank	0.011866107873344902	0.011866107873344902	True
H3K36me3_axis_sum_rank	0.011582247060238538	0.011582247060238538	True
H3K4me1_tss_z_min_rank	-0.011484319547538388	0.011484319547538388	True
DNase_H3K4me3_interaction	-0.010662556900341463	0.010662556900341463	True
H3K4me3_H3K27me3_interaction_rank	0.010325569605896917	0.010325569605896917	True
activation_index_rank	0.010321219060772664	0.010321219060772664	True
H3K4me3_gene_z_std	0.009465449652635101	0.009465449652635101	True
DNase_tss_autocorr	-0.008920498932759252	0.008920498932759252	True
H3K27me3_tss_z_min_rank	0.008446773692582937	0.008446773692582937	True
H3K9me3_tss_z_min_rank	0.008284911071500244	0.008284911071500244	True
tss_length	0.008213693221006513	0.008213693221006513	True
DNase_tss_entropy_rank	0.008196964937126626	0.008196964937126626	True
H3K4me3_tss_entropy	-0.008018713988629977	0.008018713988629977	True
H3K36me3_tss_z_mean_rank	-0.007968889718380359	0.007968889718380359	True
H3K4me3_tss_skewness	0.007927684791851207	0.007927684791851207	True
H3K27me3_gene_z_std_rank	0.007393791609242368	0.007393791609242368	True
H3K27ac_H3K4me3_interaction_rank	0.006874825383466154	0.006874825383466154	True
H3K4me3_promoter_body_delta	-0.006832287529151082	0.006832287529151082	True
H3K36me3_tss_z_min	0.0063965176436336126	0.0063965176436336126	True
H3K27ac_axis_sum_rank	0.005577814040578244	0.005577814040578244	True
H3K4me3_promoter_body_delta_rank	0.0051321113113548455	0.0051321113113548455	True
openness_index_rank	0.005022426158684125	0.005022426158684125	True
DNase_tss_skewness	-0.005014563904742057	0.005014563904742057	True
H3K27me3_gene_z_std	-0.004990832876517105	0.004990832876517105	True
H3K27me3_tss_kurtosis_rank	0.004818925448965803	0.004818925448965803	True
H3K4me3_gene_entropy_rank	-0.004612777418616348	0.004612777418616348	True
