feature	coef	abs_coef	nonzero
DNase_ratio_std_rank	0.055365463643992356	0.055365463643992356	True
DNase_tss_autocorr_rank	0.04337510883214759	0.04337510883214759	True
DNase_H3K4me3_interaction_rank	0.04333752354689119	0.04333752354689119	True
DNase_tss_entropy	-0.033032224009633813	0.033032224009633813	True
H3K36me3_gene_z_mean_rank	0.025664008257778155	0.025664008257778155	True
H3K4me3_ratio_std_rank	-0.017281858239817195	0.017281858239817195	True
H3K4me3_tss_entropy_rank	-0.01724472857805028	0.01724472857805028	True
H3K4me3_gene_z_std	0.012375465835437341	0.012375465835437341	True
H3K4me3_tss_z_min_rank	0.012310722255376773	0.012310722255376773	True
H3K4me3_gene_autocorr_rank	0.011377852257044912	0.011377852257044912	True
H3K36me3_axis_sum	0.011248709917768175	0.011248709917768175	True
H3K9me3_tss_z_min_rank	0.010923701070609046	0.010923701070609046	True
H3K4me3_tss_entropy	-0.010283143442295882	0.010283143442295882	True
tss_length	0.00966814417402564	0.00966814417402564	True
H3K4me1_tss_z_min_rank	-0.009395376331569715	0.009395376331569715	True
H3K27ac_tss_z_mean_rank	0.008296423861588385	0.008296423861588385	True
DNase_tss_autocorr	-0.008111702946933785	0.008111702946933785	True
DNase_H3K4me3_interaction	-0.007934718268119393	0.007934718268119393	True
H3K4me3_H3K27me3_interaction_rank	0.007758754808931206	0.007758754808931206	True
H3K4me3_tss_skewness	0.00768223280517564	0.00768223280517564	True
H3K27me3_gene_z_std_rank	0.007599612021516656	0.007599612021516656	True
H3K4me1_tss_skewness_rank	-0.006903792941034032	0.006903792941034032	True
H3K4me3_ratio_mean_rank	0.006612097373771757	0.006612097373771757	True
H3K27me3_gene_z_std	-0.006580648184890584	0.006580648184890584	True
DNase_tss_entropy_rank	0.006440817652010611	0.006440817652010611	True
H3K27ac_axis_sum_rank	0.006431758485146013	0.006431758485146013	True
H3K27me3_tss_z_min_rank	0.005442529857794388	0.005442529857794388	True
H3K4me3_gene_entropy_rank	-0.00531532856981594	0.00531532856981594	True
H3K27ac_H3K4me1_interaction_rank	0.00530167444158593	0.00530167444158593	True
H3K4me3_H3K36me3_interaction_rank	-0.005280198542216225	0.005280198542216225	True
DNase_gene_autocorr_rank	-0.005274071813896673	0.005274071813896673	True
H3K27me3_tss_entropy_rank	0.0052000348743271385	0.0052000348743271385	True
DNase_ratio_mean_rank	-0.005166585476197891	0.005166585476197891	True
H3K27me3_tss_kurtosis_rank	0.004694271536646494	0.004694271536646494	True
H3K27ac_gene_z_min	-0.004663243858717385	0.004663243858717385	True
H3K36me3_tss_z_min	0.004646048141801701	0.004646048141801701	True
DNase_tss_skewness_rank	-0.004614721290929164	0.004614721290929164	True
H3K27ac_H3K27me3_interaction_rank	-0.0045276942966128286	0.0045276942966128286	True
H3K27me3_gene_z_min_rank	0.0043915848574086775	0.0043915848574086775	True
gene_length	-0.003660946516941556	0.003660946516941556	True
H3K9me3_gene_autocorr_rank	-0.0035582436892945143	0.0035582436892945143	True
DNase_H3K27me3_interaction	-0.0033629857627688765	0.0033629857627688765	True
DNase_H3K36me3_interaction	0.00334350068574826	0.00334350068574826	True
H3K27me3_gene_entropy	0.0032474127056364346	0.0032474127056364346	True
H3K27ac_H3K4me3_interaction_rank	0.0031355927234607063	0.0031355927234607063	True
H3K27ac_ratio_mean_rank	0.0031222207176879162	0.0031222207176879162	True
DNase_tss_slope	0.002928088022340163	0.002928088022340163	True
H3K27me3_H3K36me3_interaction_rank	-0.0028907927053062324	0.0028907927053062324	True
H3K36me3_tss_autocorr_rank	-0.002883931082983582	0.002883931082983582	True
H3K27ac_promoter_body_delta	0.0028159771677626335	0.0028159771677626335	True
DNase_tss_skewness	-0.0028144634765905215	0.0028144634765905215	True
H3K36me3_H3K4me1_interaction	-0.002637637100643191	0.002637637100643191	True
H3K4me1_gene_z_std	0.002594694889333749	0.002594694889333749	True
H3K4me1_promoter_body_delta	-0.0025876209492841267	0.0025876209492841267	True
DNase_H3K27ac_interaction	-0.0025061637404710756	0.0025061637404710756	True
H3K27me3_promoter_body_delta	0.0024669041721035257	0.0024669041721035257	True
H3K9me3_gene_z_mean	-0.002466179948513328	0.002466179948513328	True
H3K4me1_tss_entropy_rank	-0.0024576927363655215	0.0024576927363655215	True
H3K36me3_H3K4me1_interaction_rank	-0.0024154265893045392	0.0024154265893045392	True
H3K4me3_tss_slope_rank	-0.002415215476463646	0.002415215476463646	True
H3K4me3_H3K9me3_interaction	0.0024024699443077266	0.0024024699443077266	True
H3K27me3_ratio_mean_rank	0.00237296094584491	0.00237296094584491	True
promoter_entropy_rank	-0.0023077140269632188	0.0023077140269632188	True
H3K27me3_tss_autocorr_rank	0.002293951732897249	0.002293951732897249	True
H3K27ac_gene_autocorr_rank	0.002262741460772315	0.002262741460772315	True
H3K36me3_ratio_mean_rank	-0.00225205352834862	0.00225205352834862	True
H3K27ac_tss_slope	-0.002251521078968401	0.002251521078968401	True
H3K4me1_H3K9me3_interaction	-0.0021800037005974987	0.0021800037005974987	True
H3K9me3_ratio_std	-0.0021670306104290193	0.0021670306104290193	True
